CD_CIN Number,BS_Long-Term Borrowings,BS_Year End
L74140MH1983PLC031034,0,201603
L74140MH1983PLC031034,0,201503
L74140MH1983PLC031034,0,201403
L74140MH1983PLC031034,0,201303
L74140MH1983PLC031034,0,201203
L74140MH1983PLC031034,0,201103
L52100DL2011PLC220026,0,201703
L52100DL2011PLC220026,0,201603
L52100DL2011PLC220026,0,201503
L52100DL2011PLC220026,0,201403
L52100DL2011PLC220026,0,201303
L52100DL2011PLC220026,0,201203
L27100GJ1992PLC018607,1502902,201703
L27100GJ1992PLC018607,1502902,201603
L27100GJ1992PLC018607,1502902,201503
L27100GJ1992PLC018607,1502902,201403
L27100GJ1992PLC018607,1502902,201303
L27100GJ1992PLC018607,1502902,201203
L27100GJ1992PLC018607,1502902,201103
U26914GJ2008PTC053838,509270916,201703
U26914GJ2008PTC053838,358609149,201603
U26914GJ2008PTC053838,161359000,201503
U26914GJ2008PTC053838,170611000,201403
U26914GJ2008PTC053838,182914000,201303
L29191TZ1956PLC000257,788698000,201703
L29191TZ1956PLC000257,788229000,201603
L29191TZ1956PLC000257,826389000,201503
L29191TZ1956PLC000257,532930000,201403
L29191TZ1956PLC000257,825462000,201303
L29191TZ1956PLC000257,570609000,201203
L29191TZ1956PLC000257,738096000,201103
L27310TZ2006PLC012830,65000000,201703
L27310TZ2006PLC012830,85000000,201603
L27310TZ2006PLC012830,75000000,201503
L27310TZ2006PLC012830,175000000,201403
L27310TZ2006PLC012830,278275000,201303
L27310TZ2006PLC012830,384819000,201203
L27310TZ2006PLC012830,149992000,201103
L18101MH2004PLC149489,0,201703
L18101MH2004PLC149489,0,201603
L18101MH2004PLC149489,0,201503
L18101MH2004PLC149489,0,201403
L18101MH2004PLC149489,0,201303
L18101MH2004PLC149489,0,201203
L19201HR1986PLC033185,88310574,201703
L19201HR1986PLC033185,77600598,201603
L19201HR1986PLC033185,113587384,201503
L19201HR1986PLC033185,120891934,201403
L19201HR1986PLC033185,95177037,201303
L19201HR1986PLC033185,61445763,201203
L19201HR1986PLC033185,78257929,201103
L65990MH1994PLC077482,0,201703
L65990MH1994PLC077482,0,201603
L65990MH1994PLC077482,0,201503
L65990MH1994PLC077482,0,201403
L65990MH1994PLC077482,0,201303
L65990MH1994PLC077482,0,201203
L65990MH1994PLC077482,0,201103
L67120MH1994PLC080572,0,201703
L67120MH1994PLC080572,0,201603
L67120MH1994PLC080572,0,201503
L67120MH1994PLC080572,0,201403
L67120MH1994PLC080572,0,201303
L67120MH1994PLC080572,0,201203
L67120MH1994PLC080572,0,201103
L65922MH1989PLC052257,1037388873000,201703
L65922MH1989PLC052257,906581359000,201603
L65922MH1989PLC052257,805185504000,201503
L65922MH1989PLC052257,677123288000,201403
L65922MH1989PLC052257,562679367000,201303
L65922MH1989PLC052257,461112974000,201203
L65922MH1989PLC052257,372139728000,201103
L45209WB1982PLC034804,0,201703
L45209WB1982PLC034804,0,201603
L45209WB1982PLC034804,0,201503
L45209WB1982PLC034804,0,201403
L45209WB1982PLC034804,0,201303
L45209WB1982PLC034804,0,201203
L45209WB1982PLC034804,0,201103
L24100MH1970PLC014842,326561245,201703
L24100MH1970PLC014842,319024711,201603
L24100MH1970PLC014842,306817325,201503
L24100MH1970PLC014842,245598288,201403
L24100MH1970PLC014842,248100856,201303
L24100MH1970PLC014842,175643034,201203
L24100MH1970PLC014842,148154675,201103
L32101UP1986PLC007841,0,201703
L32101UP1986PLC007841,0,201603
L32101UP1986PLC007841,0,201503
L32101UP1986PLC007841,0,201403
L32101UP1986PLC007841,0,201309
L32101UP1986PLC007841,0,201303
L32101UP1986PLC007841,24500000,201203
L32101UP1986PLC007841,280691965,201103
L36991WB1994PLC065583,134360000,201703
L36991WB1994PLC065583,0,201603
L36991WB1994PLC065583,0,201503
L36991WB1994PLC065583,774000,201403
L36991WB1994PLC065583,9882000,201303
L36991WB1994PLC065583,17907000,201203
L36991WB1994PLC065583,27397000,201103
L24230GJ1995PLC024288,71109104,201703
L24230GJ1995PLC024288,86468110,201603
L24230GJ1995PLC024288,4350866,201503
L24230GJ1995PLC024288,25934347,201403
L24230GJ1995PLC024288,26374157,201303
L24230GJ1995PLC024288,54667327,201203
L24230GJ1995PLC024288,39930591,201103
L40200WB1935PLC008184,9897320000,201612
L40200WB1935PLC008184,13382600000,201512
L40200WB1935PLC008184,11024000000,201412
L40200WB1935PLC008184,11156870000,201312
L40200WB1935PLC008184,8504170000,201212
L40200WB1935PLC008184,7940680000,201112
L51900MH1985PLC037214,408807008,201703
L51900MH1985PLC037214,351460200,201603
L51900MH1985PLC037214,300774985,201503
L51900MH1985PLC037214,111800576,201403
L51900MH1985PLC037214,253694500,201303
L51900MH1985PLC037214,212775770,201203
L51900MH1985PLC037214,272600094,201103
L24230GJ1984PLC007540,11800100,201703
L24230GJ1984PLC007540,17540642,201603
L24230GJ1984PLC007540,57555346,201503
L24230GJ1984PLC007540,50708161,201403
L24230GJ1984PLC007540,47756913,201303
L24230GJ1984PLC007540,29123931,201203
L24230GJ1984PLC007540,77248664,201103
L22100GJ1993PLC020382,92257580,201703
L22100GJ1993PLC020382,65499712,201603
L22100GJ1993PLC020382,27959118,201503
L22100GJ1993PLC020382,45245164,201403
L22100GJ1993PLC020382,3716962,201303
L22100GJ1993PLC020382,2297372,201203
L22100GJ1993PLC020382,55906167,201103
L01131TN1943PLC002723,1282009,201703
L01131TN1943PLC002723,3133698,201603
L01131TN1943PLC002723,3795576,201503
L01131TN1943PLC002723,1702581,201403
L01131TN1943PLC002723,0,201303
L01131TN1943PLC002723,0,201203
L01131TN1943PLC002723,0,201103
L65990MH1984PLC032831,2952543,201703
L65990MH1984PLC032831,0,201603
L65990MH1984PLC032831,0,201503
L65990MH1984PLC032831,1572092,201403
L65990MH1984PLC032831,81095893,201303
L65990MH1984PLC032831,40474724,201203
L65990MH1984PLC032831,156145399,201103
U67120MH1994PLC080039,3907870,201703
U67120MH1994PLC080039,0,201603
U67120MH1994PLC080039,0,201503
U67120MH1994PLC080039,0,201403
U67120MH1994PLC080039,663346,201303
U67120MH1994PLC080039,1523173,201203
U67120MH1994PLC080039,0,201103
L20293TN1989PLC018143,35314373,201703
L20293TN1989PLC018143,29738314,201603
L20293TN1989PLC018143,19801087,201503
L20293TN1989PLC018143,21161467,201403
L20293TN1989PLC018143,24076067,201303
L20293TN1989PLC018143,23456970,201203
L20293TN1989PLC018143,31194076,201103
L40300MH1977PLC019594,92905000,201703
L40300MH1977PLC019594,100441000,201603
L40300MH1977PLC019594,102335000,201503
L40300MH1977PLC019594,156633000,201403
L40300MH1977PLC019594,205854000,201303
L40300MH1977PLC019594,266970000,201203
L40300MH1977PLC019594,323309000,201103
U28900MH1994PLC081235,0,201703
U28900MH1994PLC081235,1449000,201603
U28900MH1994PLC081235,3384000,201503
L18100TG1993PLC015268,43000000,201703
L18100TG1993PLC015268,154756714,201603
L18100TG1993PLC015268,154756714,201503
L18100TG1993PLC015268,134174420,201403
L18100TG1993PLC015268,97956974,201303
L18100TG1993PLC015268,163097660,201203
L18100TG1993PLC015268,149571899,201103
L67120WB1995PLC067195,719768,201703
L67120WB1995PLC067195,954444,201603
L67120WB1995PLC067195,0,201503
L67120WB1995PLC067195,0,201403
L67120WB1995PLC067195,0,201303
L67120WB1995PLC067195,116640,201203
L67120WB1995PLC067195,272160,201103
L29219TG1983PLC004319,187933000,201703
L29219TG1983PLC004319,271298000,201603
L29219TG1983PLC004319,356093000,201503
L29219TG1983PLC004319,415413000,201403
L29219TG1983PLC004319,493796000,201303
L29219TG1983PLC004319,485453000,201203
L29219TG1983PLC004319,249842000,201103
L15491WB1879PLC000377,5978000,201703
L15491WB1879PLC000377,5978000,201603
L15491WB1879PLC000377,5978000,201503
L15491WB1879PLC000377,5978000,201403
L15491WB1879PLC000377,5978000,201303
L15491WB1879PLC000377,3219000,201203
L15491WB1879PLC000377,3932318,201103
L93030MH2011PLC222636,84000000,201703
L93030MH2011PLC222636,0,201603
L93030MH2011PLC222636,0,201503
L93030MH2011PLC222636,0,201403
L93030MH2011PLC222636,0,201303
L93030MH2011PLC222636,0,201203
L24117RJ1979PLC002099,510319000,201703
L24117RJ1979PLC002099,498035000,201603
L24117RJ1979PLC002099,464482000,201503
L24117RJ1979PLC002099,172682000,201403
L24117RJ1979PLC002099,48304000,201303
L24117RJ1979PLC002099,16053000,201203
L24117RJ1979PLC002099,28778000,201103
L55100GJ1985PLC008264,47365000,201703
L55100GJ1985PLC008264,47365000,201603
L55100GJ1985PLC008264,47365000,201503
L55100GJ1985PLC008264,47765000,201403
L55100GJ1985PLC008264,47765000,201303
L55100GJ1985PLC008264,47920571,201203
L55100GJ1985PLC008264,38043713,201103
U17120DL2007PLC163192,8165000,201703
U17120DL2007PLC163192,10453000,201603
U17120DL2007PLC163192,9415000,201503
U17120DL2007PLC163192,1099000,201403
U17120DL2007PLC163192,3414000,201303
L15200AP1988PLC009111,181238816,201703
L15200AP1988PLC009111,181238816,201603
L15200AP1988PLC009111,183238816,201503
L15200AP1988PLC009111,186026554,201403
L15200AP1988PLC009111,139266554,201303
L15200AP1988PLC009111,139266554,201203
L15200AP1988PLC009111,146291009,201103
L85110TZ1997PLC007783,2959000,201703
L85110TZ1997PLC007783,4790000,201603
L85110TZ1997PLC007783,6667000,201503
L85110TZ1997PLC007783,459000,201403
L85110TZ1997PLC007783,1145000,201303
L85110TZ1997PLC007783,2613000,201203
L85110TZ1997PLC007783,930000,201103
L17110MH1987PLC044835,0,201703
L17110MH1987PLC044835,22138889,201603
L17110MH1987PLC044835,44277778,201503
L17110MH1987PLC044835,66416667,201403
L17110MH1987PLC044835,94090278,201303
L17110MH1987PLC044835,2203702,201203
L17110MH1987PLC044835,0,201103
U29190GJ2007PLC050607,8739790,201703
U29190GJ2007PLC050607,9500000,201603
U29190GJ2007PLC050607,17478430,201503
U29190GJ2007PLC050607,20613230,201403
U29190GJ2007PLC050607,1464120,201303
U29190GJ2007PLC050607,2014000,201203
U29190GJ2007PLC050607,1104000,201103
L17111TN1946PLC001361,1948200000,201703
L17111TN1946PLC001361,1802500000,201603
L17111TN1946PLC001361,2270800000,201503
L17111TN1946PLC001361,2719700000,201403
L17111TN1946PLC001361,3087800000,201303
L17111TN1946PLC001361,4242900000,201203
L17111TN1946PLC001361,3655600000,201103
L74899DL1990PLC041790,55975000,201703
L74899DL1990PLC041790,181129000,201603
L74899DL1990PLC041790,462370000,201503
L74899DL1990PLC041790,581262000,201403
L74899DL1990PLC041790,590415000,201303
L74899DL1990PLC041790,646491000,201203
L74899DL1990PLC041790,687716000,201103
L65993WB1979PLC032394,19733000,201703
L65993WB1979PLC032394,34206000,201603
L65993WB1979PLC032394,43492000,201503
L65993WB1979PLC032394,50031000,201403
L65993WB1979PLC032394,27961000,201303
L65993WB1979PLC032394,8953000,201203
L65993WB1979PLC032394,0,201103
L45400MH1987PLC044094,0,201703
L45400MH1987PLC044094,0,201603
L45400MH1987PLC044094,0,201503
L45400MH1987PLC044094,0,201403
L45400MH1987PLC044094,0,201303
L45400MH1987PLC044094,0,201203
L45400MH1987PLC044094,0,201103
L31909MH1981PLC025519,7456793,201703
L31909MH1981PLC025519,133701311,201603
L31909MH1981PLC025519,256809225,201503
L31909MH1981PLC025519,385438969,201403
L31909MH1981PLC025519,253304334,201303
L31909MH1981PLC025519,8056836,201203
L31909MH1981PLC025519,10032211,201103
L74899DL1981PLC012804,36376956,201703
L74899DL1981PLC012804,105728944,201603
L74899DL1981PLC012804,376156902,201503
L74899DL1981PLC012804,744621525,201403
L74899DL1981PLC012804,1010181586,201303
L74899DL1981PLC012804,1135372102,201203
L74899DL1981PLC012804,472218746,201103
L24100MH1983PLC029442,88900000,201703
L24100MH1983PLC029442,138600000,201603
L24100MH1983PLC029442,191400000,201503
L24100MH1983PLC029442,242400000,201403
L24100MH1983PLC029442,292000000,201303
L24100MH1983PLC029442,1349200000,201203
L24100MH1983PLC029442,2219700000,201103
L17309WB1995PLC073053,382835000,201703
L17309WB1995PLC073053,921457000,201603
L17309WB1995PLC073053,685955000,201503
L17309WB1995PLC073053,1086197000,201403
L17309WB1995PLC073053,418982000,201303
L17309WB1995PLC073053,441078000,201203
L17309WB1995PLC073053,264914000,201103
L17115PB1989PLC009315,220415,201703
L17115PB1989PLC009315,530387,201603
L17115PB1989PLC009315,8684589,201503
L17115PB1989PLC009315,7875000,201403
L17115PB1989PLC009315,7875000,201303
L17115PB1989PLC009315,8405514,201203
L17115PB1989PLC009315,8405514,201103
L64203TG1999PLC030996,854685044,201703
L64203TG1999PLC030996,874325399,201603
L64203TG1999PLC030996,885026786,201503
L64203TG1999PLC030996,1399363729,201403
L64203TG1999PLC030996,1256761902,201303
L64203TG1999PLC030996,1430679891,201203
L64203TG1999PLC030996,26116000,201103
L24230GJ1976PLC008738,347344608,201703
L24230GJ1976PLC008738,252698843,201603
L24230GJ1976PLC008738,287347595,201506
L24230GJ1976PLC008738,546369510,201406
L24230GJ1976PLC008738,617810128,201303
L24230GJ1976PLC008738,511225531,201203
L74999WB1984PLC038064,4974156,201703
L74999WB1984PLC038064,4027340,201603
L74999WB1984PLC038064,3381858,201503
L74999WB1984PLC038064,4772245,201403
L74999WB1984PLC038064,17158624,201303
L74999WB1984PLC038064,5609607,201203
L74999WB1984PLC038064,9977328,201109
L29299MH1960PLC011870,0,201703
L29299MH1960PLC011870,4408727,201603
L29299MH1960PLC011870,1317688,201503
L29299MH1960PLC011870,64957,201403
L29299MH1960PLC011870,690599,201303
L29299MH1960PLC011870,0,201203
L29299MH1960PLC011870,0,201103
L74140WB1994PLC061497,0,201703
L74140WB1994PLC061497,0,201603
L74140WB1994PLC061497,0,201503
L74140WB1994PLC061497,0,201403
L74140WB1994PLC061497,0,201303
L74140WB1994PLC061497,0,201203
L74140WB1994PLC061497,0,201103
L28990GJ1995PLC028270,0,201703
L28990GJ1995PLC028270,0,201603
L28990GJ1995PLC028270,0,201503
L28990GJ1995PLC028270,0,201403
L28990GJ1995PLC028270,0,201303
L28990GJ1995PLC028270,0,201203
L28990GJ1995PLC028270,0,201103
L51900MH1985PLC035104,4475726,201703
L51900MH1985PLC035104,4381121,201603
L51900MH1985PLC035104,12491971,201503
L51900MH1985PLC035104,12491971,201403
L51900MH1985PLC035104,50904559,201303
L51900MH1985PLC035104,231293439,201203
L51900MH1985PLC035104,230865439,201103
L30007DL2003PLC214485,31063523,201703
L30007DL2003PLC214485,30000000,201603
L30007DL2003PLC214485,0,201503
L30007DL2003PLC214485,0,201403
L30007DL2003PLC214485,15703848,201303
L30007DL2003PLC214485,27937979,201203
L30007DL2003PLC214485,368745,201103
L55101KA1979PLC003620,400000000,201703
L55101KA1979PLC003620,0,201603
L55101KA1979PLC003620,0,201503
L55101KA1979PLC003620,0,201403
L55101KA1979PLC003620,0,201303
L55101KA1979PLC003620,0,201203
L55101KA1979PLC003620,0,201103
U55101GA1990PTC001100,14999000,201703
U55101GA1990PTC001100,15482000,201603
U55101GA1990PTC001100,13160000,201503
U55101GA1990PTC001100,14864000,201403
U55101GA1990PTC001100,14250000,201303
L51909WB1919PLC003356,0,201703
L51909WB1919PLC003356,0,201603
L51909WB1919PLC003356,0,201503
L51909WB1919PLC003356,0,201403
L51909WB1919PLC003356,0,201303
L51909WB1919PLC003356,0,201203
L51909WB1919PLC003356,0,201103
L25209HR2003PLC035034,599217781,201703
L25209HR2003PLC035034,88159431,201603
L25209HR2003PLC035034,122346303,201503
L25209HR2003PLC035034,124236250,201403
L25209HR2003PLC035034,245749217,201303
L25209HR2003PLC035034,334601127,201203
L25209HR2003PLC035034,198861450,201103
L51900MH1980PLC022532,0,201703
L51900MH1980PLC022532,0,201603
L51900MH1980PLC022532,0,201503
L51900MH1980PLC022532,0,201403
L51900MH1980PLC022532,0,201303
L51900MH1980PLC022532,0,201203
L51900MH1980PLC022532,0,201103
L63020MH1951PLC013745,8256129338,201703
L63020MH1951PLC013745,8256129338,201603
L63020MH1951PLC013745,8256129338,201503
L63020MH1951PLC013745,8256129338,201403
L63020MH1951PLC013745,8256129338,201303
L63020MH1951PLC013745,8256129338,201203
L63020MH1951PLC013745,8256129338,201103
L16001UP1993PLC015605,0,201703
L16001UP1993PLC015605,0,201603
L16001UP1993PLC015605,0,201503
L16001UP1993PLC015605,0,201403
L16001UP1993PLC015605,0,201303
L16001UP1993PLC015605,0,201203
L16001UP1993PLC015605,0,201103
L45200GJ1992PLC018392,1690755802,201703
L45200GJ1992PLC018392,1515584112,201603
L45200GJ1992PLC018392,334180152,201503
L45200GJ1992PLC018392,245373209,201403
L45200GJ1992PLC018392,140902000,201303
L45200GJ1992PLC018392,5172821,201203
L45200GJ1992PLC018392,5562603,201103
L14101RJ1989PLC004903,0,201703
L14101RJ1989PLC004903,0,201603
L14101RJ1989PLC004903,0,201503
L14101RJ1989PLC004903,0,201403
L14101RJ1989PLC004903,0,201303
L14101RJ1989PLC004903,10000000,201203
L14101RJ1989PLC004903,23513664,201103
L45209DL2008PLC174948,0,201703
L45209DL2008PLC174948,0,201603
L45209DL2008PLC174948,0,201503
L45209DL2008PLC174948,0,201403
L45209DL2008PLC174948,0,201303
L45209DL2008PLC174948,0,201203
L45209DL2008PLC174948,0,201103
L74210TG1990PLC011114,246523000,201703
L74210TG1990PLC011114,285075000,201603
L74210TG1990PLC011114,490482000,201503
L74210TG1990PLC011114,903198000,201403
L74210TG1990PLC011114,865558000,201303
L74210TG1990PLC011114,1795865000,201203
L74210TG1990PLC011114,1825157000,201103
L51909GJ1973PLC002252,9984691,201703
L51909GJ1973PLC002252,18059712,201603
L51909GJ1973PLC002252,4271273,201503
L51909GJ1973PLC002252,3420515,201403
L51909GJ1973PLC002252,1112437,201303
L51909GJ1973PLC002252,1998910,201203
L51909GJ1973PLC002252,615430,201103
L29199GJ1945PLC000443,0,201703
L29199GJ1945PLC000443,0,201603
L29199GJ1945PLC000443,0,201503
L29199GJ1945PLC000443,0,201403
L29199GJ1945PLC000443,0,201303
L29199GJ1945PLC000443,1250588,201203
L29199GJ1945PLC000443,2925292,201103
L18109MH1983PLC029929,2535625,201703
L18109MH1983PLC029929,2035625,201603
L18109MH1983PLC029929,3948130,201503
L18109MH1983PLC029929,3500000,201403
L18109MH1983PLC029929,3500000,201303
L18109MH1983PLC029929,4700000,201203
L18109MH1983PLC029929,3500000,201103
U24121RJ1997PLC029126,212500000,201703
U24121RJ1997PLC029126,160727000,201603
U24121RJ1997PLC029126,30800000,201503
U24121RJ1997PLC029126,43163000,201403
U24121RJ1997PLC029126,263243000,201303
U24121RJ1997PLC029126,79489000,201203
U24121RJ1997PLC029126,96294000,201103
L21012CT1980PLC001682,206646000,201703
L21012CT1980PLC001682,125012000,201603
L21012CT1980PLC001682,107110000,201503
L21012CT1980PLC001682,109567000,201403
L21012CT1980PLC001682,78260000,201303
L21012CT1980PLC001682,60441000,201203
L21012CT1980PLC001682,41947000,201103
U22120MP2010PLC024758,22018700,201703
U22120MP2010PLC024758,8526457,201603
U22120MP2010PLC024758,6517886,201503
U22120MP2010PLC024758,7861930,201403
U22120MP2010PLC024758,1219883,201303
L32201TN1966GOI005469,1360100000,201703
L32201TN1966GOI005469,1661000000,201603
L32201TN1966GOI005469,1965400000,201503
L32201TN1966GOI005469,2292200000,201403
L32201TN1966GOI005469,2619100000,201303
L32201TN1966GOI005469,3076900000,201203
L32201TN1966GOI005469,6514800000,201103
L74900MH2010PLC200254,4460128,201703
L74900MH2010PLC200254,933288,201603
L74900MH2010PLC200254,6736311,201503
L74900MH2010PLC200254,2306774,201403
L74900MH2010PLC200254,20252805,201303
L74900MH2010PLC200254,369991,201203
L74900MH2010PLC200254,0,201103
L17110GJ1913PLC000035,977965000,201703
L17110GJ1913PLC000035,658856000,201603
L17110GJ1913PLC000035,628004000,201503
L17110GJ1913PLC000035,384629000,201403
L17110GJ1913PLC000035,530304000,201303
L17110GJ1913PLC000035,0,201203
L17110GJ1913PLC000035,0,201106
U15122UP2015PLC069632,1336398000,201703
U15122UP2015PLC069632,0,201603
L51504WB1978PLC031813,23867737000,201703
L51504WB1978PLC031813,26036335000,201603
L51504WB1978PLC031813,28817332000,201503
L51504WB1978PLC031813,27745580000,201403
L51504WB1978PLC031813,32864684000,201303
L51504WB1978PLC031813,20651716000,201203
L51504WB1978PLC031813,10207938000,201103
L31103TZ1990PLC002836,3106257,201703
L31103TZ1990PLC002836,25869979,201603
L31103TZ1990PLC002836,29395561,201503
L31103TZ1990PLC002836,52685797,201403
L31103TZ1990PLC002836,83292078,201303
L31103TZ1990PLC002836,65153012,201203
L31103TZ1990PLC002836,90096319,201103
L65923WB1991PLC053925,0,201703
L65923WB1991PLC053925,0,201603
L65923WB1991PLC053925,0,201503
L65923WB1991PLC053925,0,201403
L65923WB1991PLC053925,0,201303
L65923WB1991PLC053925,0,201203
L65923WB1991PLC053925,0,201103
L74140GJ1992PLC016891,6074060,201703
L74140GJ1992PLC016891,5882060,201603
L74140GJ1992PLC016891,5758360,201503
L74140GJ1992PLC016891,5387360,201403
L74140GJ1992PLC016891,3900000,201303
L74140GJ1992PLC016891,3625000,201203
L74140GJ1992PLC016891,3150000,201103
L21093DL1980PLC010492,2903673896,201703
L21093DL1980PLC010492,2909023530,201603
L21093DL1980PLC010492,3468213425,201503
L21093DL1980PLC010492,3330510543,201403
L21093DL1980PLC010492,2566716410,201303
L21093DL1980PLC010492,2607649298,201203
L21093DL1980PLC010492,2552623511,201103
L85110KA1943PLC001177,0,201703
L85110KA1943PLC001177,0,201603
L85110KA1943PLC001177,0,201503
L85110KA1943PLC001177,0,201403
L85110KA1943PLC001177,0,201303
L85110KA1943PLC001177,0,201203
L85110KA1943PLC001177,0,201103
L15419HP1987PLC007356,0,201703
L15419HP1987PLC007356,0,201603
L15419HP1987PLC007356,0,201503
L15419HP1987PLC007356,0,201403
L15419HP1987PLC007356,0,201303
L15419HP1987PLC007356,0,201203
L15419HP1987PLC007356,0,201103
L25190GJ1991PLC016327,154087017,201703
L25190GJ1991PLC016327,244776706,201603
L25190GJ1991PLC016327,253693438,201503
L25190GJ1991PLC016327,316008049,201403
L25190GJ1991PLC016327,321183063,201303
L25190GJ1991PLC016327,356627326,201203
L25190GJ1991PLC016327,225274329,201103
L27108MH1991PLC061347,21562334,201703
L27108MH1991PLC061347,21790197,201603
L27108MH1991PLC061347,20980043,201503
L27108MH1991PLC061347,21635165,201403
L27108MH1991PLC061347,20184887,201303
L27108MH1991PLC061347,21191016,201203
L27108MH1991PLC061347,27062038,201103
U65993GJ1980PLC003730,0,201703
U65993GJ1980PLC003730,0,201603
U65993GJ1980PLC003730,0,201503
U65993GJ1980PLC003730,0,201403
U65993GJ1980PLC003730,0,201306
U65993GJ1980PLC003730,0,201203
U65993GJ1980PLC003730,0,201103
L27107CT1988PLC004607,82172000,201703
L27107CT1988PLC004607,58933000,201603
L27107CT1988PLC004607,43423000,201503
L27107CT1988PLC004607,24413000,201403
L27107CT1988PLC004607,63855000,201303
L27107CT1988PLC004607,115251000,201203
L27107CT1988PLC004607,558347000,201103
L91110GJ1995PLC024053,0,201703
L91110GJ1995PLC024053,0,201603
L91110GJ1995PLC024053,0,201503
L91110GJ1995PLC024053,0,201403
L91110GJ1995PLC024053,0,201303
L91110GJ1995PLC024053,0,201203
L40200MH1995PLC088133,27003000,201703
L40200MH1995PLC088133,43762000,201603
L40200MH1995PLC088133,155880000,201503
L40200MH1995PLC088133,79833000,201403
L40200MH1995PLC088133,98333000,201303
L40200MH1995PLC088133,104709000,201203
L40200MH1995PLC088133,107915000,201103
L32101DL1986GOI023501,70113100000,201703
L32101DL1986GOI023501,45629700000,201603
L32101DL1986GOI023501,100089700000,201503
L32101DL1986GOI023501,81100000000,201403
L32101DL1986GOI023501,69373500000,201303
L32101DL1986GOI023501,70000000000,201203
L32101DL1986GOI023501,25539700000,201103
L74899DL1994PLC062366,0,201703
L74899DL1994PLC062366,0,201603
L74899DL1994PLC062366,0,201503
L74899DL1994PLC062366,0,201403
L74899DL1994PLC062366,0,201303
L74899DL1994PLC062366,0,201203
L74899DL1994PLC062366,0,201103
L71100MH1982PLC028750,0,201703
L71100MH1982PLC028750,0,201603
L71100MH1982PLC028750,0,201503
L71100MH1982PLC028750,0,201403
L71100MH1982PLC028750,0,201306
L71100MH1982PLC028750,0,201206
L71100MH1982PLC028750,0,201106
L35912MH1975PLC018376,0,201703
L35912MH1975PLC018376,0,201603
L35912MH1975PLC018376,0,201503
L35912MH1975PLC018376,0,201403
L35912MH1975PLC018376,0,201303
L35912MH1975PLC018376,0,201203
L35912MH1975PLC018376,0,201103
L99999MH1988PLC080545,112000000,201703
L99999MH1988PLC080545,0,201603
L99999MH1988PLC080545,7928000,201503
L99999MH1988PLC080545,5421360,201403
L99999MH1988PLC080545,8284080,201303
L99999MH1988PLC080545,10434900,201203
L99999MH1988PLC080545,11633400,201103
L63040GJ1993PLC020289,36760433,201703
L63040GJ1993PLC020289,35402620,201603
L63040GJ1993PLC020289,27674341,201503
L63040GJ1993PLC020289,8263975,201403
L63040GJ1993PLC020289,14261480,201303
L63040GJ1993PLC020289,23851439,201203
L63040GJ1993PLC020289,15630418,201103
L51900MH1984PLC034918,0,201703
L51900MH1984PLC034918,0,201603
L51900MH1984PLC034918,0,201503
L51900MH1984PLC034918,0,201403
L51900MH1984PLC034918,0,201303
L51900MH1984PLC034918,0,201203
L51900MH1984PLC034918,0,201103
L65910TG1991PLC012704,0,201703
L65910TG1991PLC012704,874671,201603
L65910TG1991PLC012704,2087479,201503
L65910TG1991PLC012704,266532,201403
L65910TG1991PLC012704,1011641,201303
L65910TG1991PLC012704,861196,201203
L65910TG1991PLC012704,842750,201103
L31300MH1989PLC250547,0,201703
L31300MH1989PLC250547,0,201603
L31300MH1989PLC250547,0,201503
L31300MH1989PLC250547,0,201403
L31300MH1989PLC250547,0,201303
L31300MH1989PLC250547,0,201203
L31300MH1989PLC250547,0,201103
U60232GJ2006PTC049224,158253091,201703
U60232GJ2006PTC049224,141014850,201603
U60232GJ2006PTC049224,36750846,201503
U60232GJ2006PTC049224,99972622,201403
U60232GJ2006PTC049224,77632225,201303
U60232GJ2006PTC049224,82133454,201203
U60232GJ2006PTC049224,127241286,201103
L65921MH1991PLC059642,214537100000,201703
L65921MH1991PLC059642,173316765000,201603
L65921MH1991PLC059642,147871478000,201503
L65921MH1991PLC059642,169031888000,201403
L65921MH1991PLC059642,130153269000,201303
L65921MH1991PLC059642,92907395000,201203
L65921MH1991PLC059642,64940144000,201103
L65990MH1945PLC004558,22339900000,201703
L65990MH1945PLC004558,14954200000,201603
L65990MH1945PLC004558,25141300000,201503
L65990MH1945PLC004558,37444200000,201403
L65990MH1945PLC004558,31724400000,201303
L65990MH1945PLC004558,31738300000,201203
L65990MH1945PLC004558,23119500000,201103
L27100MH1999PLC121285,0,201612
L27100MH1999PLC121285,0,201512
L27100MH1999PLC121285,223100000,201503
L27100MH1999PLC121285,146100000,201403
L27100MH1999PLC121285,170152000,201303
L27100MH1999PLC121285,186218000,201203
L27100MH1999PLC121285,526987000,201103
L55101TN1996PLC036595,0,201703
L55101TN1996PLC036595,0,201603
L55101TN1996PLC036595,15086632248,201503
L55101TN1996PLC036595,13930730395,201403
L55101TN1996PLC036595,12531050078,201303
L55101TN1996PLC036595,10679165528,201203
L55101TN1996PLC036595,9840211688,201103
L45200MH1999PLC118949,1998100000,201703
L45200MH1999PLC118949,3744174000,201603
L45200MH1999PLC118949,5000000000,201503
L45200MH1999PLC118949,5500000000,201403
L45200MH1999PLC118949,1100000000,201303
L45200MH1999PLC118949,1098300000,201203
L45200MH1999PLC118949,1000000000,201103
U63000MH2007PLC173466,0,201703
U63000MH2007PLC173466,0,201603
