CD_CIN Number,BS_Long-Term Borrowings,BS_Year End
L65993PN2009PLC134021,0,201503
L65993PN2009PLC134021,0,201403
L65993PN2009PLC134021,0,201303
L65993PN2009PLC134021,0,201203
L65993PN2009PLC134021,0,201103
L40108PN2000PLC015323,277819157,201703
L40108PN2000PLC015323,388743506,201603
L40108PN2000PLC015323,388743506,201509
L40108PN2000PLC015323,802226676,201409
L40108PN2000PLC015323,615101571,201309
L40108PN2000PLC015323,907609060,201209
L40108PN2000PLC015323,974837571,201109
L45201RJ1995PLC010646,4575000,201703
L45201RJ1995PLC010646,16480925,201603
L45201RJ1995PLC010646,2489813,201503
L45201RJ1995PLC010646,4680000,201403
L45201RJ1995PLC010646,6600000,201303
L45201RJ1995PLC010646,12910530,201203
L65993DL1989PLC035572,0,201703
L65993DL1989PLC035572,0,201603
L65993DL1989PLC035572,0,201503
L65993DL1989PLC035572,0,201403
L65993DL1989PLC035572,0,201303
L65993DL1989PLC035572,0,201203
L65993DL1989PLC035572,0,201103
L40106AP1985PLC005318,2735500000,201703
L40106AP1985PLC005318,3895900000,201603
L40106AP1985PLC005318,3514300000,201503
L40106AP1985PLC005318,72300000,201403
L40106AP1985PLC005318,130900000,201303
L40106AP1985PLC005318,424200000,201203
L40106AP1985PLC005318,435600000,201103
L74899HR1972PLC006203,126039648,201703
L74899HR1972PLC006203,2266558,201603
L74899HR1972PLC006203,0,201503
L74899HR1972PLC006203,0,201403
L74899HR1972PLC006203,1634630,201303
L74899HR1972PLC006203,6650000,201203
L74899HR1972PLC006203,11970000,201103
L24230MH1989PLC052574,47283000,201703
L24230MH1989PLC052574,58821000,201603
L24230MH1989PLC052574,0,201503
L24230MH1989PLC052574,0,201403
L24230MH1989PLC052574,0,201303
L24230MH1989PLC052574,0,201203
L24230MH1989PLC052574,918000,201103
L45201KL1976PLC002860,12149000,201703
L45201KL1976PLC002860,17827000,201603
L45201KL1976PLC002860,18438000,201503
L45201KL1976PLC002860,46438000,201403
L45201KL1976PLC002860,54438000,201303
L45201KL1976PLC002860,3848000,201203
L45201KL1976PLC002860,3848000,201103
L24219AP1993PLC015963,122171290,201703
L24219AP1993PLC015963,167959276,201603
L24219AP1993PLC015963,199309973,201503
L24219AP1993PLC015963,127681037,201403
L24219AP1993PLC015963,40109582,201303
L24219AP1993PLC015963,37101537,201203
L24219AP1993PLC015963,38422697,201103
L28931TN1982PLC009418,0,201703
L28931TN1982PLC009418,0,201603
L28931TN1982PLC009418,0,201503
L28931TN1982PLC009418,0,201403
L28931TN1982PLC009418,0,201303
L28931TN1982PLC009418,0,201203
L28931TN1982PLC009418,0,201103
L27100GJ1981PLC004718,4482000,201703
L27100GJ1981PLC004718,9808740,201603
L27100GJ1981PLC004718,15260992,201503
L27100GJ1981PLC004718,14850000,201403
L27100GJ1981PLC004718,17499200,201303
L27100GJ1981PLC004718,19999468,201203
L27100GJ1981PLC004718,33333068,201103
L27201AP1991PLC012449,265170201,201703
L27201AP1991PLC012449,507441150,201603
L27201AP1991PLC012449,629624156,201503
L27201AP1991PLC012449,789688253,201403
L27201AP1991PLC012449,687498841,201303
L27201AP1991PLC012449,704700012,201203
L27201AP1991PLC012449,510737137,201103
U70102TG2006PTC050010,0,201703
U70102TG2006PTC050010,561100555,201603
U70102TG2006PTC050010,555439048,201503
U70102TG2006PTC050010,563924048,201403
U70102TG2006PTC050010,585414048,201303
U70102TG2006PTC050010,588271465,201203
U70102TG2006PTC050010,587870533,201103
L65910PN1994PLC138655,0,201703
L65910PN1994PLC138655,0,201603
L65910PN1994PLC138655,0,201503
L65910PN1994PLC138655,0,201403
L65910PN1994PLC138655,0,201303
L65910PN1994PLC138655,0,201203
L65910PN1994PLC138655,0,201103
L51909MH1984PLC217692,0,201703
L51909MH1984PLC217692,0,201603
L51909MH1984PLC217692,0,201503
L51909MH1984PLC217692,0,201403
L51909MH1984PLC217692,0,201303
L51909MH1984PLC217692,0,201203
L51909MH1984PLC217692,0,201103
U36910GJ2010PLC060064,0,201703
U36910GJ2010PLC060064,16284993,201603
U36910GJ2010PLC060064,22751142,201503
U36910GJ2010PLC060064,13746046,201403
U36910GJ2010PLC060064,4358000,201303
U36910GJ2010PLC060064,1743000,201203
U17120MH2005PLC156451,0,201703
U17120MH2005PLC156451,0,201603
U17120MH2005PLC156451,0,201503
U17120MH2005PLC156451,0,201403
L17115PB1993PLC013930,255071101,201703
L17115PB1993PLC013930,166389505,201603
L17115PB1993PLC013930,168553782,201503
L17115PB1993PLC013930,27900038,201403
L17115PB1993PLC013930,13248326,201303
L17115PB1993PLC013930,13536056,201203
L17115PB1993PLC013930,25836532,201103
L45201GJ2004PLC044481,0,201703
L45201GJ2004PLC044481,0,201603
L45201GJ2004PLC044481,0,201503
L45201GJ2004PLC044481,0,201403
L45201GJ2004PLC044481,0,201303
L45201GJ2004PLC044481,0,201203
L45201GJ2004PLC044481,0,201103
L27100MH1984PLC032637,0,201703
L27100MH1984PLC032637,5461000,201603
L27100MH1984PLC032637,52648000,201503
L27100MH1984PLC032637,44230000,201403
L27100MH1984PLC032637,41791000,201303
L27100MH1984PLC032637,58430000,201203
L27100MH1984PLC032637,8100000,201103
L24100MH1985PLC036547,60495000,201703
L24100MH1985PLC036547,54315000,201603
L24100MH1985PLC036547,0,201503
L24100MH1985PLC036547,34549845,201403
L24100MH1985PLC036547,17859845,201303
L24100MH1985PLC036547,15996905,201203
L24100MH1985PLC036547,10146077,201103
L67120DL1992PLC049038,0,201703
L67120DL1992PLC049038,0,201603
L67120DL1992PLC049038,0,201503
L67120DL1992PLC049038,0,201403
L67120DL1992PLC049038,0,201303
L67120DL1992PLC049038,0,201203
L67120DL1992PLC049038,0,201103
L31300MH1946PLC005017,0,201703
L31300MH1946PLC005017,0,201603
L31300MH1946PLC005017,0,201503
L31300MH1946PLC005017,112405000,201403
L31300MH1946PLC005017,152710000,201303
L31300MH1946PLC005017,137161000,201203
L31300MH1946PLC005017,134733000,201103
L32309KA1954GOI000787,166700000,201703
L32309KA1954GOI000787,0,201603
L32309KA1954GOI000787,0,201503
L32309KA1954GOI000787,0,201403
L32309KA1954GOI000787,0,201303
L32309KA1954GOI000787,138000,201203
L32309KA1954GOI000787,1262000,201103
L65999MH2003PLC250504,22085440678,201703
L65999MH2003PLC250504,21687374496,201603
L65999MH2003PLC250504,10572211910,201503
L65999MH2003PLC250504,3002070202,201403
L65999MH2003PLC250504,2656035493,201303
L65999MH2003PLC250504,2845505474,201203
L65999MH2003PLC250504,6401791510,201103
L25209PN1961PLC012046,7903470000,201703
L25209PN1961PLC012046,13932750000,201603
L25209PN1961PLC012046,15744880000,201503
L25209PN1961PLC012046,13599950000,201403
L25209PN1961PLC012046,14489800000,201303
L25209PN1961PLC012046,16003980000,201203
L25209PN1961PLC012046,13941370000,201103
L29130HR1971PLC034365,374554000,201703
L29130HR1971PLC034365,514345000,201603
L29130HR1971PLC034365,488781000,201503
L29130HR1971PLC034365,614635000,201403
L29130HR1971PLC034365,346483000,201303
L29130HR1971PLC034365,260786000,201203
L29130HR1971PLC034365,200766000,201103
L74899DL1964GOI004281,895500000,201703
L74899DL1964GOI004281,1262900000,201603
L74899DL1964GOI004281,610000000,201503
L74899DL1964GOI004281,1047700000,201403
L74899DL1964GOI004281,1292000000,201303
L74899DL1964GOI004281,1234300000,201203
L74899DL1964GOI004281,1021400000,201103
L24232UP1989GOI010542,0,201703
L24232UP1989GOI010542,0,201603
L24232UP1989GOI010542,0,201503
L24232UP1989GOI010542,0,201403
L24232UP1989GOI010542,0,201303
L24232UP1989GOI010542,0,201203
L24232UP1989GOI010542,0,201103
L67120DL1984PLC018645,0,201703
L67120DL1984PLC018645,0,201603
L67120DL1984PLC018645,0,201503
L67120DL1984PLC018645,0,201403
L67120DL1984PLC018645,0,201303
L67120DL1984PLC018645,0,201203
L67120DL1984PLC018645,0,201103
L74899DL1942PLC000644,0,201703
L74899DL1942PLC000644,0,201603
L74899DL1942PLC000644,0,201503
L74899DL1942PLC000644,0,201403
L74899DL1942PLC000644,0,201303
L74899DL1942PLC000644,0,201203
L74899DL1942PLC000644,0,201103
L23220MH1952GOI008931,137764400000,201703
L23220MH1952GOI008931,135674200000,201603
L23220MH1952GOI008931,117370100000,201503
L23220MH1952GOI008931,118083600000,201403
L23220MH1952GOI008931,55083700000,201303
L23220MH1952GOI008931,21590900000,201203
L23220MH1952GOI008931,26483800000,201103
L24119DL1989PLC036264,400000000,201703
L24119DL1989PLC036264,437500000,201603
L24119DL1989PLC036264,672500000,201503
L24119DL1989PLC036264,920400430,201403
L24119DL1989PLC036264,829583639,201303
L24119DL1989PLC036264,56250000,201203
L24119DL1989PLC036264,50000,201103
U45203WB2006PLC112235,969528294,201703
U45203WB2006PLC112235,5024610254,201603
U45203WB2006PLC112235,941910000,201503
U45203WB2006PLC112235,3671850000,201403
U45203WB2006PLC112235,2981250000,201303
U45203WB2006PLC112235,196250000,201203
L34300DL1986PLC023540,196067000,201703
L34300DL1986PLC023540,221331000,201603
L34300DL1986PLC023540,380335910,201503
L34300DL1986PLC023540,526083241,201403
L34300DL1986PLC023540,594914697,201303
L34300DL1986PLC023540,412816061,201203
L34300DL1986PLC023540,120526808,201103
L17111TN1990PLC020072,80390130,201703
L17111TN1990PLC020072,79861973,201603
L17111TN1990PLC020072,52641225,201503
L17111TN1990PLC020072,42988952,201403
L17111TN1990PLC020072,40188942,201303
L17111TN1990PLC020072,37273033,201203
L17111TN1990PLC020072,45873058,201103
L27200MH1986PLC040468,3489545004,201703
L27200MH1986PLC040468,1734150110,201603
L27200MH1986PLC040468,182471761,201503
L27200MH1986PLC040468,16667000,201403
L27200MH1986PLC040468,78791000,201303
L27200MH1986PLC040468,94822000,201203
L27200MH1986PLC040468,46366000,201103
U74999DL1994PLC062967,0,201703
U74999DL1994PLC062967,0,201603
U74999DL1994PLC062967,0,201503
U74999DL1994PLC062967,0,201403
U74999DL1994PLC062967,0,201306
U74999DL1994PLC062967,1036645,201203
U74999DL1994PLC062967,23464831,201103
L74899DL1995PLC070609,503421000000,201703
L74899DL1995PLC070609,414570000000,201603
L74899DL1995PLC070609,196267000000,201503
L74899DL1995PLC070609,72717000000,201403
L74899DL1995PLC070609,98408000000,201303
L74899DL1995PLC070609,82338000000,201203
L74899DL1995PLC070609,74687000000,201103
L64201DL2006PLC156038,0,201703
L64201DL2006PLC156038,0,201603
L64201DL2006PLC156038,0,201503
L64201DL2006PLC156038,0,201403
L64201DL2006PLC156038,0,201303
L64201DL2006PLC156038,1000000,201203
L64201DL2006PLC156038,0,201103
L74899DL1987PLC026607,305654526,201703
L74899DL1987PLC026607,342232419,201603
L74899DL1987PLC026607,313229647,201503
L74899DL1987PLC026607,312674190,201403
L74899DL1987PLC026607,271865675,201303
L74899DL1987PLC026607,87755558,201203
L74899DL1987PLC026607,61988651,201103
L24219TG1988PLC008331,37824161,201703
L24219TG1988PLC008331,44346355,201603
L24219TG1988PLC008331,24983225,201503
L24219TG1988PLC008331,31034626,201403
L24219TG1988PLC008331,32466417,201303
L24219TG1988PLC008331,60284196,201203
L24219TG1988PLC008331,62684195,201103
L01132WB1911PLC002077,1986303,201703
L01132WB1911PLC002077,2611318,201603
L01132WB1911PLC002077,4566927,201503
L01132WB1911PLC002077,3476031,201403
L01132WB1911PLC002077,3972607,201303
L01132WB1911PLC002077,3972607,201203
L17115RJ1980PLC008217,0,201703
L17115RJ1980PLC008217,0,201603
L17115RJ1980PLC008217,0,201503
L17115RJ1980PLC008217,0,201403
L17115RJ1980PLC008217,0,201303
L17115RJ1980PLC008217,0,201203
L17115RJ1980PLC008217,0,201103
L18101RJ2007PLC025502,0,201703
L18101RJ2007PLC025502,0,201603
L18101RJ2007PLC025502,0,201503
L18101RJ2007PLC025502,0,201403
L18101RJ2007PLC025502,0,201303
L18101RJ2007PLC025502,0,201203
L18101RJ2007PLC025502,0,201103
L27203KA1979PLC003442,29660075,201703
L27203KA1979PLC003442,21160075,201603
L27203KA1979PLC003442,37735218,201503
L27203KA1979PLC003442,122735218,201403
L27203KA1979PLC003442,62828195,201303
L27203KA1979PLC003442,64328195,201209
L27203KA1979PLC003442,318845790,201103
L74899DL1983PLC014942,305795530000,201703
L74899DL1983PLC014942,322988423000,201603
L74899DL1983PLC014942,309277222000,201503
L74899DL1983PLC014942,255661017000,201403
L74899DL1983PLC014942,216642128000,201303
L74899DL1983PLC014942,155287802000,201203
L74899DL1983PLC014942,109693445000,201103
U45200GJ2015PLC083577,135763542,201703
U45200GJ2015PLC083577,127977613,201603
L27106JH1982PLC001633,615901000,201703
L27106JH1982PLC001633,657901000,201603
L27106JH1982PLC001633,686001000,201503
L27106JH1982PLC001633,686390000,201403
L27106JH1982PLC001633,416608000,201303
L27106JH1982PLC001633,383273000,201203
L27106JH1982PLC001633,465442000,201103
L27109DL1974PLC007047,0,201703
L27109DL1974PLC007047,0,201603
L27109DL1974PLC007047,0,201503
L27109DL1974PLC007047,48146576,201403
L27109DL1974PLC007047,126023225,201303
L27109DL1974PLC007047,80857614,201203
L27109DL1974PLC007047,247354288,201103
L51110GJ1985PLC013252,0,201703
L51110GJ1985PLC013252,0,201603
L51110GJ1985PLC013252,0,201503
L51110GJ1985PLC013252,0,201403
L51110GJ1985PLC013252,0,201303
L51110GJ1985PLC013252,0,201203
L51110GJ1985PLC013252,0,201103
L51909AS1985PLC002323,0,201703
L51909AS1985PLC002323,0,201603
L51909AS1985PLC002323,0,201503
L51909AS1985PLC002323,0,201403
L51909AS1985PLC002323,0,201303
L51909AS1985PLC002323,0,201203
L51909AS1985PLC002323,0,201103
L28995MH2010PLC199691,0,201703
L28995MH2010PLC199691,0,201603
L28995MH2010PLC199691,0,201503
L28995MH2010PLC199691,0,201403
L28995MH2010PLC199691,323260000,201303
L28995MH2010PLC199691,125700000,201203
L28995MH2010PLC199691,210100000,201103
L28939PN1987PLC043953,7144236000,201703
L28939PN1987PLC043953,7730188000,201603
L28939PN1987PLC043953,9492325000,201503
L28939PN1987PLC043953,10087502000,201403
L28939PN1987PLC043953,11554585000,201303
L28939PN1987PLC043953,6248443000,201203
L28939PN1987PLC043953,5227217000,201103
L51420MH1989PLC053772,0,201703
L51420MH1989PLC053772,591000,201603
L51420MH1989PLC053772,1231000,201503
L51420MH1989PLC053772,2364000,201403
L51420MH1989PLC053772,360927000,201303
L51420MH1989PLC053772,0,201203
L51420MH1989PLC053772,0,201103
L29130TN1961PLC004466,0,201703
L29130TN1961PLC004466,0,201603
L29130TN1961PLC004466,0,201503
L29130TN1961PLC004466,10350000,201403
L29130TN1961PLC004466,12400000,201303
L29130TN1961PLC004466,6850000,201203
L29130TN1961PLC004466,10350000,201103
L24117WB1962PLC025584,4624721000,201703
L24117WB1962PLC025584,5133867000,201603
L24117WB1962PLC025584,4493126000,201503
L24117WB1962PLC025584,3610609000,201403
L24117WB1962PLC025584,7327913000,201303
L24117WB1962PLC025584,5617306000,201203
L24117WB1962PLC025584,4065220000,201103
L17110MH1983PLC030245,10033799,201703
L17110MH1983PLC030245,1462936,201603
L17110MH1983PLC030245,2942954,201503
L17110MH1983PLC030245,4023894,201403
L17110MH1983PLC030245,1091799,201303
L17110MH1983PLC030245,4922081,201203
L17110MH1983PLC030245,10766214,201103
L17111TN1969PLC005736,4339000,201703
L17111TN1969PLC005736,78959000,201603
L17111TN1969PLC005736,152757000,201503
L17111TN1969PLC005736,407000,201403
L17111TN1969PLC005736,409882000,201303
L17111TN1969PLC005736,393012000,201203
L17111TN1969PLC005736,393804000,201103
L17120TN2007PLC065807,62616,201703
L17120TN2007PLC065807,62616,201603
L17120TN2007PLC065807,62616,201503
L17120TN2007PLC065807,62616,201403
L17120TN2007PLC065807,62616,201303
L17120TN2007PLC065807,62616,201203
L17120TN2007PLC065807,62616,201103
U21012TG1994PLC017207,16940430,201703
U21012TG1994PLC017207,16940430,201603
U21012TG1994PLC017207,16940430,201503
U21012TG1994PLC017207,16940430,201403
U21012TG1994PLC017207,16940430,201303
U21012TG1994PLC017207,22440430,201203
U21012TG1994PLC017207,22440430,201103
L24234KA1978PLC003417,1324000000,201703
L24234KA1978PLC003417,1365000000,201603
L24234KA1978PLC003417,114000000,201503
L24234KA1978PLC003417,259000000,201403
L24234KA1978PLC003417,400000000,201303
L24234KA1978PLC003417,605000000,201203
L24234KA1978PLC003417,658000000,201103
L24233MP1985PLC002709,0,201703
L24233MP1985PLC002709,0,201603
L24233MP1985PLC002709,0,201503
L24233MP1985PLC002709,0,201403
L24233MP1985PLC002709,0,201303
L24233MP1985PLC002709,0,201203
L24233MP1985PLC002709,0,201103
L51900DN1987PLC000441,165426806,201703
L51900DN1987PLC000441,180839683,201603
L51900DN1987PLC000441,184571751,201503
L51900DN1987PLC000441,125685303,201403
L51900DN1987PLC000441,92243307,201303
L51900DN1987PLC000441,13500000,201203
L51900DN1987PLC000441,19500000,201103
L31300MP1992PLC007190,117806000,201703
L31300MP1992PLC007190,164171000,201603
L31300MP1992PLC007190,135869000,201503
L31300MP1992PLC007190,151334000,201403
L31300MP1992PLC007190,1265000,201303
L31300MP1992PLC007190,7191000,201203
L31300MP1992PLC007190,16838000,201103
L51900MH1985PLC036156,0,201703
L51900MH1985PLC036156,0,201603
L51900MH1985PLC036156,0,201503
L51900MH1985PLC036156,0,201403
L51900MH1985PLC036156,0,201303
L51900MH1985PLC036156,0,201203
L51900MH1985PLC036156,0,201103
L01132WB1919PLC003334,18353311000,201703
L01132WB1919PLC003334,7896868000,201603
L01132WB1919PLC003334,11017817000,201503
L01132WB1919PLC003334,9163090000,201403
L01132WB1919PLC003334,8973846000,201303
L01132WB1919PLC003334,7522382000,201203
L01132WB1919PLC003334,6041485000,201103
L17110MH1941PLC003429,0,201703
L17110MH1941PLC003429,0,201603
L17110MH1941PLC003429,90000,201503
L17110MH1941PLC003429,567696034,201403
L17110MH1941PLC003429,559174389,201306
L17110MH1941PLC003429,798530916,201203
L17110MH1941PLC003429,956361530,201103
L29220MH1986PLC041214,24559000,201703
L29220MH1986PLC041214,53111000,201603
L29220MH1986PLC041214,59208000,201503
L29220MH1986PLC041214,53985000,201403
L29220MH1986PLC041214,73336000,201303
L29220MH1986PLC041214,103069000,201203
L29220MH1986PLC041214,84808000,201103
L17119GJ1986PLC009009,0,201703
L17119GJ1986PLC009009,0,201603
L17119GJ1986PLC009009,0,201503
L17119GJ1986PLC009009,0,201403
L17119GJ1986PLC009009,0,201303
L17119GJ1986PLC009009,7481998,201203
L17119GJ1986PLC009009,10295100,201103
L72200DL1992PLC241971,0,201703
L72200DL1992PLC241971,0,201603
L72200DL1992PLC241971,0,201503
L72200DL1992PLC241971,0,201403
L72200DL1992PLC241971,2000000,201303
L72200DL1992PLC241971,2000000,201203
L72200DL1992PLC241971,2000000,201103
L21090DL1995PLC066281,0,201703
L21090DL1995PLC066281,0,201603
L21090DL1995PLC066281,0,201503
L21090DL1995PLC066281,0,201403
L21090DL1995PLC066281,0,201303
L21090DL1995PLC066281,0,201203
L21090DL1995PLC066281,0,201103
L27100WB2011PLC161235,270139000,201703
L27100WB2011PLC161235,143567000,201603
L27100WB2011PLC161235,236973000,201503
L27100WB2011PLC161235,373029000,201403
L27100WB2011PLC161235,0,201303
L27100WB2011PLC161235,0,201203
L05005AP1993PLC015304,0,201703
L05005AP1993PLC015304,0,201603
L05005AP1993PLC015304,0,201503
L05005AP1993PLC015304,0,201403
L05005AP1993PLC015304,0,201303
L05005AP1993PLC015304,0,201203
L05005AP1993PLC015304,0,201103
L74899DL1989PLC036148,555814991,201703
L74899DL1989PLC036148,2208775826,201603
L74899DL1989PLC036148,1925798338,201503
L74899DL1989PLC036148,1127168258,201403
L74899DL1989PLC036148,524091762,201303
L74899DL1989PLC036148,1864062626,201203
L74899DL1989PLC036148,1832608504,201103
L17120MH1990PLC054828,195298969,201703
L17120MH1990PLC054828,199774185,201603
L17120MH1990PLC054828,206061917,201503
L17120MH1990PLC054828,176274347,201403
L17120MH1990PLC054828,84973651,201303
L17120MH1990PLC054828,63355370,201203
L17120MH1990PLC054828,33378565,201103
L67120HR1981PLC051078,0,201703
L67120HR1981PLC051078,57378,201603
L67120HR1981PLC051078,889945,201503
L67120HR1981PLC051078,1674819,201403
L67120HR1981PLC051078,0,201303
L67120HR1981PLC051078,0,201203
L67120HR1981PLC051078,0,201103
L24230MH1984PLC034771,124746000,201703
L24230MH1984PLC034771,118407000,201603
L24230MH1984PLC034771,302095000,201503
L24230MH1984PLC034771,451354000,201403
L24230MH1984PLC034771,536781000,201303
L24230MH1984PLC034771,29419000,201203
L24230MH1984PLC034771,36525000,201103
L20210GJ1992PLC017341,79785580,201703
L20210GJ1992PLC017341,85768928,201603
L20210GJ1992PLC017341,26105998,201503
L20210GJ1992PLC017341,17156609,201403
L20210GJ1992PLC017341,10231540,201303
L20210GJ1992PLC017341,7718733,201203
L20210GJ1992PLC017341,9338000,201103
L27200MH1989PLC054774,0,201703
L27200MH1989PLC054774,0,201603
L27200MH1989PLC054774,0,201503
L27200MH1989PLC054774,0,201403
L27200MH1989PLC054774,207588,201303
L27200MH1989PLC054774,601557,201203
L27200MH1989PLC054774,555998,201103
L51909DL1983PLC016907,3596371,201703
L51909DL1983PLC016907,12260054,201603
L51909DL1983PLC016907,56263942,201503
L17120MH1981PLC023900,458879904,201703
L17120MH1981PLC023900,214657063,201603
L17120MH1981PLC023900,287926348,201503
L17120MH1981PLC023900,378344484,201403
L17120MH1981PLC023900,243140433,201303
L17120MH1981PLC023900,816618107,201203
L17120MH1981PLC023900,1174433470,201103
L65991WB1993PLC060597,0,201703
L65991WB1993PLC060597,0,201603
L65991WB1993PLC060597,0,201503
L65991WB1993PLC060597,0,201403
L65991WB1993PLC060597,7373378,201303
L65991WB1993PLC060597,12505127,201203
L65991WB1993PLC060597,21878753,201103
L17100MH1985PLC037514,17167334,201703
L17100MH1985PLC037514,34553571,201603
L17100MH1985PLC037514,51583575,201503
L17100MH1985PLC037514,33894384,201403
L17100MH1985PLC037514,43702095,201303
L17100MH1985PLC037514,53124908,201203
L17100MH1985PLC037514,16988262,201103
L72200TG1991PLC013135,0,201703
L72200TG1991PLC013135,0,201603
L72200TG1991PLC013135,0,201503
L72200TG1991PLC013135,0,201403
L72200TG1991PLC013135,0,201303
L72200TG1991PLC013135,0,201203
L72200TG1991PLC013135,0,201103
L31200GA1992PLC003109,8756000,201703
L31200GA1992PLC003109,232000,201603
L31200GA1992PLC003109,465000,201503
L31200GA1992PLC003109,1438000,201403
L31200GA1992PLC003109,669755000,201303
L31200GA1992PLC003109,2011112000,201203
L31200GA1992PLC003109,2238964000,201103
L61074MH1991PLC061074,1660900000,201703
L61074MH1991PLC061074,3321900000,201603
L61074MH1991PLC061074,3321900000,201503
L61074MH1991PLC061074,0,201403
L61074MH1991PLC061074,0,201303
L61074MH1991PLC061074,0,201112
L36104MH1992PLC069447,0,201703
L36104MH1992PLC069447,0,201603
L36104MH1992PLC069447,0,201503
L36104MH1992PLC069447,0,201403
L36104MH1992PLC069447,0,201306
L36104MH1992PLC069447,495181,201203
L36104MH1992PLC069447,495000,201103
L28920MH1949PLC006870,0,201703
L28920MH1949PLC006870,0,201603
L28920MH1949PLC006870,0,201503
L28920MH1949PLC006870,0,201403
L28920MH1949PLC006870,0,201303
L28920MH1949PLC006870,0,201203
L28920MH1949PLC006870,0,201103
U70102DL2007PLC159680,1147390349,201703
U70102DL2007PLC159680,1001511901,201603
U70102DL2007PLC159680,371018661,201503
U70102DL2007PLC159680,72477515,201403
U70102DL2007PLC159680,49423523,201303
U70102DL2007PLC159680,59140240,201203
U70102DL2007PLC159680,3500000,201103
L65990GJ1994PLC023337,0,201703
L65990GJ1994PLC023337,0,201603
L65990GJ1994PLC023337,0,201503
L65990GJ1994PLC023337,0,201403
L65990GJ1994PLC023337,0,201303
L65990GJ1994PLC023337,0,201203
L65990GJ1994PLC023337,0,201103
L65993AP1985PLC005838,330681,201703
L65993AP1985PLC005838,1578910,201603
L65993AP1985PLC005838,0,201503
L65993AP1985PLC005838,500238,201403
L65993AP1985PLC005838,2500000,201303
L65993AP1985PLC005838,2500000,201203
L65993AP1985PLC005838,0,201103
L34202WB1986PLC040542,0,201703
L34202WB1986PLC040542,0,201603
L34202WB1986PLC040542,0,201503
L34202WB1986PLC040542,0,201403
L34202WB1986PLC040542,0,201303
L34202WB1986PLC040542,0,201203
L34202WB1986PLC040542,0,201103
L67120AP1994PLC018841,0,201703
L67120AP1994PLC018841,0,201603
L67120AP1994PLC018841,0,201503
L67120AP1994PLC018841,142082,201403
L67120AP1994PLC018841,491604,201303
L67120AP1994PLC018841,213018,201203
L67120AP1994PLC018841,0,201103
L24110GJ1986PLC009003,7140000,201703
L24110GJ1986PLC009003,6790000,201603
L24110GJ1986PLC009003,862074000,201503
L24110GJ1986PLC009003,2158488000,201403
L24110GJ1986PLC009003,2457480000,201303
L24110GJ1986PLC009003,1333210000,201203
L24110GJ1986PLC009003,1319103000,201103
L74140TG1982PLC040516,31833347,201703
L74140TG1982PLC040516,23638665,201603
L74140TG1982PLC040516,22462354,201503
L74140TG1982PLC040516,18547642,201403
L74140TG1982PLC040516,17448329,201303
L74140TG1982PLC040516,3972010,201203
L74140TG1982PLC040516,3193867,201103
L99999MH1863PLC000002,605200000,201703
L99999MH1863PLC000002,846800000,201603
L99999MH1863PLC000002,988524000,201503
L99999MH1863PLC000002,631838000,201403
L99999MH1863PLC000002,834481000,201303
L99999MH1863PLC000002,1290104000,201203
L99999MH1863PLC000002,1453526000,201103
L74999MH1919PLC000557,0,201703
L74999MH1919PLC000557,0,201603
L74999MH1919PLC000557,0,201503
L74999MH1919PLC000557,344254,201403
L74999MH1919PLC000557,0,201303
L74999MH1919PLC000557,0,201203
L74999MH1919PLC000557,0,201103
L17120MH1879PLC000037,10093500000,201703
L17120MH1879PLC000037,12150700000,201603
L17120MH1879PLC000037,9060300000,201503
L17120MH1879PLC000037,5539600000,201403
L17120MH1879PLC000037,5596400000,201303
L17120MH1879PLC000037,5080600000,201203
L17120MH1879PLC000037,4978600000,201103
L74999MH1960PLC011835,0,201703
L74999MH1960PLC011835,0,201603
L74999MH1960PLC011835,0,201503
L74999MH1960PLC011835,0,201403
L74999MH1960PLC011835,13000,201303
L74999MH1960PLC011835,482000,201203
L74999MH1960PLC011835,1490000,201103
L26933MH1933PLC001977,0,201703
L26933MH1933PLC001977,0,201603
L26933MH1933PLC001977,0,201403
L26933MH1933PLC001977,0,201303
L26933MH1933PLC001977,0,201203
L26933MH1933PLC001977,0,201103
L17120MH1992PLC066880,17027700000,201703
L17120MH1992PLC066880,26813500000,201603
L17120MH1992PLC066880,27417300000,201503
L17120MH1992PLC066880,27905500000,201403
L17120MH1992PLC066880,14929900000,201303
L17120MH1992PLC066880,13069900000,201203
L17120MH1992PLC066880,13091600000,201103
L24110MH1961PLC011922,0,201703
L24110MH1961PLC011922,0,201603
L24110MH1961PLC011922,0,201503
L24110MH1961PLC011922,0,201403
L24110MH1961PLC011922,0,201303
L24110MH1961PLC011922,0,201203
L24110MH1961PLC011922,0,201103
L99999MH1962PLC012538,0,201703
L99999MH1962PLC012538,0,201603
L99999MH1962PLC012538,0,201503
L99999MH1962PLC012538,6859000,201403
L99999MH1962PLC012538,0,201303
L99999MH1962PLC012538,0,201203
L99999MH1962PLC012538,0,201103
L85110KA1951PLC000761,0,201703
L85110KA1951PLC000761,149000000,201603
L85110KA1951PLC000761,542000000,201503
L85110KA1951PLC000761,1289000000,201312
L85110KA1951PLC000761,1813000000,201212
L85110KA1951PLC000761,2273000000,201112
L31100GJ1995PLC025476,1161700,201703
L31100GJ1995PLC025476,1161700,201603
L31100GJ1995PLC025476,0,201503
L31100GJ1995PLC025476,0,201403
